"","x"
"Activity_Adventure",0.0645456860492228
"Entertainment_Aquarium",0.0637800299378238
"Culture_Archaeology",0.0630129030388601
"Culture_Architecture",0.0655331925129534
"Culture_Art",0.0698427321321244
"Food_Bars",0.086922611246114
"Sports_Baseball",0.0628359936295337
"Sports_Basketball",0.0630188770932642
"Nature_Beach",0.0833045674585492
"Food_Beer",0.0638049130518135
"Activity_Biking",0.0663327995984456
"Activity_Birdwatching",0.0627817164948187
"Activity_Boating",0.0674095950725389
"Business_Budget",0.0726526122124352
"Business_Business",0.0872346673911917
"Food_Cafes",0.0658870617098446
"Activity_Camping",0.0636989281580311
"Entertainment_Casino",0.0647561809248705
"Culture_Castle",0.0637284623341969
"Culture_Cathedral",0.0631536575466321
"Activity_Cave_Exploring",0.0627574997072539
"Culture_Chinatown",0.0644693953134715
"Culture_Churches",0.0644527665725389
"Food_Cocktails",0.0634426362694301
"Food_Coffee",0.0692313201580311
"Business_Conferences",0.0633794304870466
"Nature_Coral_Reefs",0.0629656016502591
"Nature_Countryside",0.0635294720388601
"Sports_Cross_Country_Skiing",0.0627727174870466
"Culture_Culture",0.0671397479248705
"Activity_Dancing",0.0655501555025907
"Nature_Desert",0.0646995581502591
"Food_Dining",0.132595835310881
"Activity_Diving",0.0646341422746114
"Activity_Ecotourism",0.0630010417668394
"Entertainment_Entertainment",0.0670042286580311
"Activity_Excursions",0.063043253507772
"Entertainment_Family_Friendly",0.0821042678005181
"Activity_Ferry",0.0647585539300518
"Culture_Festivals",0.0652500184455959
"Food_Fine_Dining",0.0630452508290155
"Activity_Fishing",0.0636839354507772
"Food_Food",0.106209945917098
"Sports_Football",0.0633537136943005
"Nature_Forests",0.0645996798989637
"Culture_Friendly_People",0.0628021743212435
"Nature_Gardens",0.074589938738342
"Nature_Glaciers",0.0627355363056995
"Sports_Golf",0.0662803397512953
"Nature_Hiking",0.0656472903704663
"Nature_Hilly",0.0640341991709845
"Culture_Historical",0.0728455453575129
"Sports_Hockey",0.0628048849507772
"Activity_Horseracing",0.0627507236139896
"Activity_Horseback_Riding",0.0637698075362694
"Nature_Hotsprings",0.0636005363264249
"Activity_Hunting",0.0628398613056995
"Activity_Iceskating",0.0628150900414508
"Sports_Indoor_Skiing",0.0627355363056995
"Nature_Islands",0.067273691357513
"Entertainment_Jazz",0.0631518605544042
"Nature_Jungle",0.0640803464715026
"Activity_Kayaking",0.0634398167901554
"Activity_Kitesurfing",0.0627693993186528
"Nature_Lake",0.0663143721062176
"Entertainment_Live_Music",0.0661140411321244
"Culture_Luxury",0.0695035248860104
"Culture_Marina",0.0637613061502591
"Culture_Markets",0.0720169932331606
"Culture_Monuments",0.0678495567124352
"Nature_Mountains",0.0667453714663212
"Culture_Museums",0.0715550110440415
"Entertainment_Musicals",0.0634693502124352
"Nature_Natural_Parks",0.0638895891139896
"Nature_Nature",0.0651336225518135
"Entertainment_Nightclubs",0.0695663939119171
"Entertainment_Nightlife",0.0659446550259067
"Nature_Northern_lights",0.0627355363056995
"Entertainment_Opera",0.0629655639974093
"Business_Port",0.0645328489248705
"Activity_Rafting",0.0630883664300518
"Nature_Rainforest",0.0627716748393782
"Culture_Relaxing",0.0768163606709845
"Business_Resorts",0.0630048669611399
"Food_Restaurants",0.12245880030829
"Nature_River",0.0698209942279793
"Activity_Rockclimbing",0.0630397379222798
"Culture_Romantic",0.0645360812694301
"Activity_Rowing",0.0629375537124352
"Culture_Ruins",0.0633962731528497
"Sports_Running",0.0632298034766839
"Nature_Safari",0.0633159691994819
"Activity_Sailing",0.0634077066450777
"Nature_Scenery",0.0646375859663212
"Nature_Sea",0.0704338549015544
"Food_Seafood",0.0636630785725389
"Culture_Secluded",0.0640270039715026
"Activity_Segway_Tours",0.0628388658419689
"Nature_Sharks",0.0632107003108808
"Activity_Shopping",0.104666516512953
"Activity_Sightseeing",0.0648106680259067
"Sports_Skiing",0.0633476210751295
"Activity_Skydiving",0.0630345810569948
"Nature_Skyscrapers",0.0640516305621762
"Activity_Sledding",0.0627469089481865
"Culture_Smalltown",0.0655235899119171
"Activity_Snorkeling",0.063976708984456
"Activity_Snowtubing",0.0627444064870466
"Sports_Snowboarding",0.0628537561373057
"Activity_Snowmobile_Riding",0.0627706069715026
"Activity_Snowshoeing",0.0627771092176166
"Sports_Soccer",0.0629465809196891
"Culture_Spas",0.0805480608264249
"Sports_Sports",0.0786371452797928
"Activity_Stargazing",0.0628340740932642
"Nature_Sunnyweather",0.0628852772849741
"Nature_Sunrise",0.0632382967227979
"Nature_Sunsets",0.0646101474170984
"Activity_Surfing",0.0635337733989637
"Activity_Swimming",0.0791361399948187
"Culture_Temples",0.0701341469559585
"Entertainment_Theater",0.0656444446139896
"Entertainment_Themepark",0.0650848726891192
"Entertainment_Tours",0.0804800360777202
"Culture_Trendy",0.0631982372772021
"Nature_Tropical",0.0640745972020725
"Culture_Unescosite",0.0627460809274611
"Business_University",0.0637852236502591
"Culture_Urban",0.072546764492228
"Nature_Volcanoes",0.0634063321321243
"Activity_Walking",0.0821953861217617
"Activity_Waterskiing",0.0629989794041451
"Nature_Waterfalls",0.0642304528082902
"Entertainment_Waterparks",0.0634642760984456
"Activity_Whalewatching",0.0628709478834197
"Nature_Wildlife",0.0633356415414508
"Activity_Windsurfing",0.0630830566139896
"Food_Wineries",0.0628626251398964
"Entertainment_Zoo",0.0642747085440415
