"","x"
"Activity_Adventure",0.06467788215625
"Entertainment_Aquarium",0.0636815612984375
"Culture_Archaeology",0.0639554562554688
"Culture_Architecture",0.0661800117679688
"Culture_Art",0.07005754503125
"Food_Bars",0.0980045671984375
"Sports_Baseball",0.0633501984367188
"Sports_Basketball",0.063615016778125
"Nature_Beach",0.0746135222078125
"Food_Beer",0.0651023842679687
"Activity_Biking",0.0702593473804688
"Activity_Birdwatching",0.063360437353125
"Activity_Boating",0.0671328004515625
"Business_Budget",0.0701071529539063
"Business_Business",0.0768993808632813
"Food_Cafes",0.0677428191765625
"Activity_Camping",0.0639570019984375
"Entertainment_Casino",0.0638387161398438
"Culture_Castle",0.06738825566875
"Culture_Cathedral",0.0665162430054688
"Activity_Cave_Exploring",0.0633968858726563
"Culture_Chinatown",0.0633658344726562
"Culture_Churches",0.0691272445640625
"Food_Cocktails",0.0636959232039063
"Food_Coffee",0.0727930597617188
"Business_Conferences",0.0640933155234375
"Nature_Coral_Reefs",0.0633638531101563
"Nature_Countryside",0.0652204760929687
"Sports_Cross_Country_Skiing",0.0640107106
"Culture_Culture",0.0662432785765625
"Activity_Dancing",0.0655281172210938
"Nature_Desert",0.0634674141101562
"Food_Dining",0.128246279125781
"Activity_Diving",0.0643699847992188
"Activity_Ecotourism",0.0636658482078125
"Entertainment_Entertainment",0.0658897513789063
"Activity_Excursions",0.0639396517335938
"Entertainment_Family_Friendly",0.0806390715351562
"Activity_Ferry",0.065149052903125
"Culture_Festivals",0.0656526226164063
"Food_Fine_Dining",0.0635574002960937
"Activity_Fishing",0.0640722649375
"Food_Food",0.0941328798546875
"Sports_Football",0.0646380309117188
"Nature_Forests",0.0641917756226563
"Culture_Friendly_People",0.0634474928273437
"Nature_Gardens",0.0752597000984375
"Nature_Glaciers",0.063492401840625
"Sports_Golf",0.0676201959945313
"Nature_Hiking",0.0676832126195313
"Nature_Hilly",0.0643077138804688
"Culture_Historical",0.0818566298710938
"Sports_Hockey",0.0636516486515625
"Activity_Horseracing",0.0633795235859375
"Activity_Horseback_Riding",0.0643769702460937
"Nature_Hotsprings",0.0635155853421875
"Activity_Hunting",0.0636322030835938
"Activity_Iceskating",0.0635047829351563
"Sports_Indoor_Skiing",0.0633554749375
"Nature_Islands",0.0660337121335938
"Entertainment_Jazz",0.0638972478078125
"Nature_Jungle",0.0633658095695313
"Activity_Kayaking",0.064117169059375
"Activity_Kitesurfing",0.0633582545914062
"Nature_Lake",0.067418438634375
"Entertainment_Live_Music",0.0684776200890625
"Culture_Luxury",0.0672916443039062
"Culture_Marina",0.0644149188609375
"Culture_Markets",0.0674605049476562
"Culture_Monuments",0.067114350353125
"Nature_Mountains",0.06662243291875
"Culture_Museums",0.0737078209453125
"Entertainment_Musicals",0.0644145321734375
"Nature_Natural_Parks",0.0638174195726563
"Nature_Nature",0.0647702824265625
"Entertainment_Nightclubs",0.0670130155242187
"Entertainment_Nightlife",0.06473745888125
"Nature_Northern_lights",0.063416263359375
"Entertainment_Opera",0.06471272644375
"Business_Port",0.0666953712460937
"Activity_Rafting",0.0637619414195312
"Nature_Rainforest",0.0633426416203125
"Culture_Relaxing",0.0712647912890625
"Business_Resorts",0.0638200274570312
"Food_Restaurants",0.119548458623438
"Nature_River",0.0692286540984375
"Activity_Rockclimbing",0.0636326968898438
"Culture_Romantic",0.06563100725625
"Activity_Rowing",0.06356405609375
"Culture_Ruins",0.0648071921601562
"Sports_Running",0.0634309518257812
"Nature_Safari",0.0634338192125
"Activity_Sailing",0.065023569978125
"Nature_Scenery",0.0652363630382812
"Nature_Sea",0.069207314553125
"Food_Seafood",0.0634961371320313
"Culture_Secluded",0.0637772717671875
"Activity_Segway_Tours",0.0636341027867187
"Nature_Sharks",0.0634387378164062
"Activity_Shopping",0.0832718176796875
"Activity_Sightseeing",0.06571349024375
"Sports_Skiing",0.0657385508757812
"Activity_Skydiving",0.0639816231320312
"Nature_Skyscrapers",0.0638224485023438
"Activity_Sledding",0.0635771512359375
"Culture_Smalltown",0.0672145227929687
"Activity_Snorkeling",0.0639298002796875
"Activity_Snowtubing",0.0634206497945313
"Sports_Snowboarding",0.0641373292273437
"Activity_Snowmobile_Riding",0.0635063403617187
"Activity_Snowshoeing",0.0637882212820313
"Sports_Soccer",0.0636866933132813
"Culture_Spas",0.0750457909765625
"Sports_Sports",0.0731766526398438
"Activity_Stargazing",0.06334062549375
"Nature_Sunnyweather",0.0639200967820313
"Nature_Sunrise",0.0634171572867187
"Nature_Sunsets",0.0640388910390625
"Activity_Surfing",0.0639110092140625
"Activity_Swimming",0.0721744301914062
"Culture_Temples",0.0640609937570313
"Entertainment_Theater",0.0694025681421875
"Entertainment_Themepark",0.0655199199273438
"Entertainment_Tours",0.0800615922976562
"Culture_Trendy",0.0637398321703125
"Nature_Tropical",0.063541112203125
"Culture_Unescosite",0.0633450301015625
"Business_University",0.0646734832710937
"Culture_Urban",0.0697378206335938
"Nature_Volcanoes",0.0636412389359375
"Activity_Walking",0.0832302461945312
"Activity_Waterskiing",0.0640694965617187
"Nature_Waterfalls",0.0636492913867188
"Entertainment_Waterparks",0.0634611760453125
"Activity_Whalewatching",0.0635338418070313
"Nature_Wildlife",0.0637310788710937
"Activity_Windsurfing",0.0643970349664063
"Food_Wineries",0.06395344516875
"Entertainment_Zoo",0.0644530352289062
